,Nome do APP,Idioma,Description
50,Safra PF,pt-BR,"Quem é Safra, sabe o que é ter os melhores produtos, serviços e benefícios em um único app.   Conheça mais:   Cartão de Crédito Safra¹  Aproveite diversas facilidades em viagens, compras e uma das melhores pontuações do mercado.   Ao fazer compras nacionais e internacionais com o seu cartão de crédito, acumule pontos que podem ser trocados por produtos e serviços no programa de benefícios Safra Rewards.    Conta Corrente Safra²  Pague, receba e transfira com o Pix no Safra. Se preferir, conte com TED, DOC e agendamentos.  Receba seu salário, realize pagamento de contas, títulos ou boletos e cadastre débito automático, tudo diretamente no app.  Acompanhe todas as informações da sua conta digital, investimentos e os gastos com o cartão de crédito.   Crédito Acesse condições exclusivas para contratar crédito e financiamentos, com flexibilidade e taxas diferenciadas no curto, médio e longo prazo. Tudo isso sem interferir nos seus investimentos, nem tocar no seu patrimônio.    Investimentos Conte com 180 anos de experiência do Banco Safra para proteger e rentabilizar seu dinheiro. Tenha um portfólio completo de investimentos com títulos de renda fixa (como tesouro direto, CDB, poupança, LCI e LCA, títulos públicos e mais), renda variável (ações da bolsa de valores, aluguel de ações, COE) e fundos de investimento.   Antes de investir, fale com um gerente Safra. Saiba mais em: safra.com.br/investimentos  Especialista  Conte com uma assessoria próxima de verdade e um especialista Safra para te ajudar a tomar as melhores decisões de investimento.  Baixe agora o app e tenha o Safra no seu celular.  1.	Para saber os cartões de crédito elegíveis ao Programa de pontos do Safra Rewards, acesse: https://www.safra.com.br/servicos/pessoa-fisica/cartoes/programa-safra-rewards.htm  Sujeito a análise de cadastro, aprovação de crédito e demais condições do produto vigentes no momento da contratação. Utilize o crédito de forma responsável. Antes de contratar, verifique se a operação é adequada às suas necessidades financeiras atuais. Saiba mais em: safra.com.br/abra-sua-conta.htm.   2.	Sujeito a análise de cadastro, aprovação de crédito e demais condições do produto vigentes no momento da contratação. Utilize o crédito de forma responsável. Antes de contratar, verifique se a operação é adequada às suas necessidades financeiras atuais. Para saber mais acesse: safra.com.br/abra-sua-conta.htm."
51,Webmotors,pt-BR,"Milhares de ofertas para comprar, vender, financiar ou trocar seu veículo, Tabela FIPE para comparar, cotação com as maiores seguradoras do mercado e notícias sobre o setor automotivo. Tudo isso, você só encontra aqui! Pensou veículos? Vem de Webmotors ;)Baixe o nosso app e encontre automóveis com preços abaixo da tabela FIPE e tenha um financiamento de veículos seminovos facilitado para caber no seu bolso. Vem comprar o veículo dos seus sonhos aqui na Webmotors.Na Webmotors você também tem a oportunidade de impulsionar o seu anúncio de venda de carros e parcelar em até 10x!Webmotors é o maior e melhor site para comprar e vender veículo, financiar e saber tudo sobre automóveis. Para quem é amante de duas rodas, também existem diversas opções de motos novas e seminovas.Você encontra tudo o que precisa para fazer compra e venda de carros e motos de forma segura e simples, além de contar com a tabela FIPE para consulta e financiamento de veículos seminovos. O seu dinheiro está protegido pelo Autopago para ter segurança nas transações de compra e venda de veículos.Não importa sua necessidade. Carro ou moto, compra ou venda de automóveis, a gente tá aqui pra te ajudar com a melhor experiência e as melhores funcionalidades de forma personalizada para você.Filtre a busca de automóvel pelo combustível: Prefere um carro que funciona a gasolina, álcool ou diesel? Aqui você também encontra carros elétricos e a gás natural.Filtre a busca pelo final da placa do automóvel, cor do veículo, marca, ano, preço, tipo de câmbio e documentação. Além disso, consulte tudo sobre a Tabela FIPE.Compra e venda de carros e motos novas na palma da sua mão, porque aqui você tá sempre no volante ou guidão, se sua pegada for duas rodas.Confira algumas funcionalidades:Consulta da Tabela FIPEQuer acertar no valor na hora de anunciar e ter bons argumentos para negociar? Consulte a Tabela FIPE, uma maneira fácil e rápida para consultar a tabela de preços praticados no mercado na hora de vender ou comprar automóveis!Comparativo de PreçosCompare os preços do carro avaliado no seu Estado e no Brasil inteiro. Saiba ainda quanto vale o seu carro ou o veículo que você quer comprar.Financiamento de veículosPensando em comprar carro e moto, mas precisa de um financiamento de veículos seminovos? Escolha seu veículo e faça a simulação diretamente no anúncio do app. Envie seus dados e veja as condições disponíveis!Notícias automotivas e NovidadesFique por dentro das principais notícias automotivas no WM1, o canal de notícias sobre automóveis da Webmotors.Facilidade + PraticidadeCom a Webmotors, vender veículo ou comprar é muito mais fácil! Não achou o que estava buscando? Salve a busca e receba um alerta assim que novas ofertas de veículos entrarem no estoque. Ficou na dúvida? Crie uma lista de favoritos com as ofertas que mais te interessam!SegurançaE não importa se você quer vender veículo ou comprar carro e moto. Com o Autopago, você fica 100% protegido durante a compra e venda de carros e motos novas. Confira todos os benefícios do Autopago, o jeito mais seguro para comprar e vender o seu carro!"
52,Youcom,pt-BR,"tem calor chegando na youcom! ☀️ é vc que ama a estação mais quente do ano? por aqui já tem novidades pra vc se preparar para curtir o verão com leveza, conforto e muito estilo. ah! e aproveita o nosso presente: baixe o app agora e ganhe 15% off* na primeira compra!já pensou em ter nas mãos os looks mais incríveis do momento? a loja de roupas youcom tem tudo que vc procura pra ser autêntico e estar na moda: aqui vc encontra os melhores vestidos, jaquetas jeans,  moletom, casacos, camisas, shorts, blusas e muito mais da moda masculina e moda feminina! ah, e se liga que no app pode ter ofertas para comprar roupas! afinal, nada melhor do que fazer compras com desconto, né?confira tudo o que vc encontra aqui no app:novidadesencontre todas as novidades da youcom reunidas em uma só loja de roupas! confira as peças da nova estação e aproveite para comprar roupas femininas e masculinas com os melhores preços. são várias opções de camisas, moletom, jaquetas jeans, regata, saia, calças jeans, meias e outras opções pra formar os looks mais incríveis!moda femininaprocurando comprar roupas femininas novas pra dar um rolê e aproveitar o dia? na loja de roupas youcom vc encontra o melhor da moda feminina, como regata, camisas, blusas, calças jeans, cropped, moletom, saia, casacos, shorts, blusas e vestidos com promoções incríveis e frete grátis*.moda masculinaem nossa seção masculina, vc encontra peças que trazem autenticidade ao visual. confira opções de moletom, camisas, calças jeans, camisetas, jaquetas jeans, meias e outras roupas masculinas pra formar looks pra o corre do dia a dia. baixe pra comprar roupas online com promoções e frete grátis*!básicosestilo e conforto pra todo momento: aqui vc encontra as peças que não podem faltar no seu guarda-roupa, como moletom, camisetas, calças jeans, blusas, casacos, jaquetas jeans e outros itens com ofertas e promoções exclusivas na loja de roupas.jeanse pra quem curte peças jeans, aqui tem uma categoria exclusiva para comprar roupas femininas e roupas masculinas jeans. são jaquetas, calças jeans, shorts, blusas, moletom, vestidos e outras peças pra montar um visual versátil pra o dia a dia ou pra curtir a noite. aproveite a loja de roupas pra comprar jaquetas jeans!acessóriosque tal aproveitar pra comprar acessórios incríveis pra completar o look? nossa loja de roupas tem cintos, colares, bonés, blusas,  jaquetas jeans, meias e outros itens com descontos pra vc aproveitar!promoquer inovar o guarda-roupa sem gastar muito? então está na loja de roupas certa! confira todas as ofertas para comprar roupas da moda feminina e moda masculina, como blusas e vestidos, camisas, meias e jaquetas jeans. além de acessórios, como cintos e colares. complete seu look e fique por dentro das nossas promoções para comprar roupas femininas e masculinas, aproveitando nosso frete grátis*!e o melhor, com a loja de roupas youcom, além de conferir os melhores looks e promoções de onde estiver, vc ainda recebe suas compras em casa e ainda pode ganhar frete grátis*!aproveite pra parcelar suas compras e ainda retirar na loja. encontre as melhores camisetas, calças jeans, blusas, jaquetas jeans, moletom, casacos, além de cintos, colares e muito mais!viu como é fácil comprar roupas da moda masculina e moda feminina na sua loja de roupas preferida? confira as ofertas e descontos em primeira mão no app e garanta aquele cropped, camisas, moletom, casacos, saia ou calças jeans que vc amou!e aí, que tal ter comprar roupas femininas e roupas masculinas online, com descontos e ainda frete grátis*? baixe o app youcom, aproveite as promoções e faça suas compras! ;)* confira as condições de frete grátis e desconto de primeira compra no app ou no site."
53,SafraPay,pt-BR,"Vender fica mais fácil com a maquininha SafraPay! Aqui você pode vender à distância de forma prática e segura, gerar links de pagamento, vender com taxa zero no Pix, escolher em que banco depositar seu dinheiro e ainda receber o que vendeu em 1 dia! Crie sua conta em poucos segundos e simplifique seu negócio.Pagamentos e Transferências:No app SafraPay Digital, você realiza pagamentos e transferências com muito mais praticidade e rapidez, não precisa ir ao banco, você faz tudo de pela sua conta digital. Perfeito para sua empresa e para microempreendedores.Gestão de vendas - Máquina SafraPay:Para você que já tem um máquina SafraPay, acompanhe todas as suas vendas e recebimentos através do app e da sua conta digital e tenha acesso a ferramentas que facilitam a gestão do seu negócio. Cobrar com Link:A função Cobrar com Link permite que você receba seus pagamentos à distância gerando um link de pagamento para os seus clientes, sem precisar de um site para vender. Sem burocracia, sem precisar ir ao banco. É simples e seguro.Venda Digitada:Com o app SafraPay Digital seu dispositivo móvel vira uma máquina de cartões. Você recebe pagamentos de forma rápida e segura, basta estar conectado a uma rede 3G, 4G ou Wifi no seu celular, assim você não passa aperto quando estiver longe da maquininha.Venda com taxa zero no PIX:Receba suas vendas na hora na sua conta digital sem burocracia e sem pagar nada por isso.As maquininhas do SafraPay são perfeitas para sua empresa e para você que é microempreendedor.Empréstimos:Aprovação rápida pelo app e pagamento em até 24x.Sem burocracia e sem precisar ir ao banco, você faz tudo pela conta digital.Crédito Parcelado:Clientes poderão ter crédito disponível após 30 dias da primeira venda com a SafraPay, parcelado em até 24x.Cartão SafraPay:Peça o Cartão SafraPay para fazer saques e pagamentos! Com ele, você tem um cartão para movimentar o dinheiro das vendas da sua empresa!SafraPay, sempre ajudando a evoluir o seu negócio e a sua empresa.Para saber mais sobre os recursos do SafraPay como o cartão, a conta digital, a maquininha e muito mais, acesse: https://www.safrapay.com.br/index.html"
54,Safra Empresas,pt-BR,"Conte com um olhar de quem é especialista.Para nós, cada cliente é único. Com nossa atenção aos detalhes e a dedicação em entender os objetivos de cada negócio, entregamos resultados consistentes há mais de 180 anos. Baixe o app para abrir conta PJ!Aqui você pode abrir conta PJ e garantir solidez para a gestão financeira da sua empresa!O Safra Empresas oferece diversas opções de produtos e serviços, com soluções sob medida para PJ (pessoa jurídica) e pro seu negócio. Quer uma gestão eficiente? Vem abrir conta PJ e conhecer nossos diferenciais.Pagamentos e Transferências• Pague fornecedores e tributos via boletos, DDA, TED, DOC, transferência entre contas e emissão de ordem de pagamento;• Conte com horário estendido para autorização de TEDs para o dia; • Acesse comprovantes autenticados no mesmo dia e histórico de 5 anos;• Agende pagamentos para até 1 ano;Extrato SafraPayClientes SafraPay contam com um extrato funcional e prático para a gestão do dia a dia do seu negócio nos apps Safra Empresas  e SafraPay Digital:• Vendas de Hoje• Consulte as vendas aprovadas e rejeitadas, tudo online. Com o resumo do total do dia de transações realizadas e o total bruto da soma das vendas;• Visualize as vendas de voucher.Gestão de Vendas• Visualize o plano da venda com a previsão de pagamento e o status;• Consulte o período (de – até) ou uma data específica;• Visualize de forma resumida a quantidade de vendas e os valores sumarizados na sua conta PJ;• A partir de quando abrir conta PJ, tenha o detalhamento das transações com todos os dados das vendas – horário, bandeira, produto;• Gestão de Pagamentos através da sua conta digital;• Lista dos lançamentos de pagamento e descontos consolidando os valores creditados em conta de pessoa jurídica.• Localizador de Vendas: o estabelecimento pode fazer uma busca específica de uma transação utilizando o NSU ou o Código de Autorização.Cobrar com LinkA função Cobrar com Link permite que você receba seus pagamentos a distância gerando um link de pagamento para os seus clientes, sem precisar de um site para vender. Tudo de forma digital. É simples e seguro.InvestimentosAo  abrir conta PJ no app, você também encontra opções de investimentos em renda fixa para ter um controle do seu dinheiro e investir no futuro da sua empresa.CobrançaConte com a mais completa carteira de cobrança para o controle dos seus recebimentos. • Convencional: boletos registrados e emitidos pelo Safra e o envio feito via Correios;• Direta Eletrônica: boletos registrados e emitidos pelo Safra e envio feito pela sua empresa;• E-mail: boletos registrados e emitidos pelo Safra e envio por e-mail (pré-cadastrados);• Compartilhada: semelhante a convencional, mas o rateio dos créditos é feito em mais de uma conta corrente.CréditoRápido e simplificado para as mais diversas necessidades da sua empresa. Aproveite para  abrir conta PJ e acessar também as diversas opções de investimentos em renda fixa!Capital de GiroLinha de crédito com contratação simplificada, flexibilidade de prazos para pagamento (único ou parcelado) e garantias.As maiores facilidades ao abrir conta PJ (pessoa jurídica).Desconto de DuplicataCom o Desconto de Duplicatas sua empresa recebe antecipadamente as vendas realizadas a prazo.Conta GarantidaLimite de crédito disponibilizado para abrir conta PJ apartada da conta corrente, que pode ser movimentada a qualquer momento, parcial ou integralmente. Pagamento dos juros apenas sobre o valor utilizado.Antecipação de CredenciadorasAntecipe suas vendas de outras maquininhas e receba o valor em sua conta.Baixe o app hoje mesmo para abrir conta PJ e tenha a gestão financeira completa do seu negócio. Conta digital, capital de giro, investimentos em renda fixa e muito mais!Para saber mais sobre nossas soluções digitais acesse: https://www.safra.com.br/atendimento/canais-digitais.htm"
55,Cornershop Brazil,pt-BR,"Quer ganhar as 3 primeiras entregas grátis? Novos usuários tem entrega gratuita nos primeiros 30 dias! Faça seu pedido e receba suas compras melhor que a encomenda.Na Cornershop by Uber você faz suas compras de mercado online, de forma simples e ainda escolhe para receber quando preferir. Basta usar o app para fazer o seu pedido e um especialista irá selecionar, embalar e fará a entrega das suas compras do jeito que você gosta. Faça seus pedidos em farmácias, mercados, hortifruti, lojas de conveniência ou até mesmo lojas de produtos de beleza!A Cornershop se tornou parte da família Uber, ao lado do próprio Uber e do Uber Eats, em 2019 e trabalha com delivery de compras de mercado há mais de 6 anos. Nossa missão, apoiada pela Uber, é te ajudar a fazer compras de mercado online de maneira prática e segura do conforto da sua casa.Você pode usar o aplicativo para pedir produtos, carnes, produtos embalados, artigos de higiene, itens de farmácia, eletrônicos, produtos de beleza, bebidas e muito mais. Baixe o Cornershop by Uber agora para ter aquela mãozinha amiga e o delivery de compras de supermercado à sua porta.Para fazer as suas compras de mercado online pela Cornershop by Uber, é super simples:1. Escolha sua loja favorita, incluindo supermercados, hortifruti, drogarias, lojas especializadas ou lojas de conveniência.2. Selecione os produtos que você precisa e adicione instruções especiais, como o tamanho que você prefere para seus abacates.3. Escolha o horário de entrega que for melhor para você. E pronto! Fazer compras nos mercados e farmácias ficou mais fácil com o Cornershop.O Shopper atenderá seu pedido com muito cuidado e entrará em contato com você antes de sair da loja, para verificar se você não se esqueceu de nada. É tão fácil.A Cornershop by Uber está se expandindo rapidamente e está disponível em muitas cidades, como: São Paulo, Curitiba, Porto Alegre, Rio de Janeiro, Belo Horizonte, Brasília, Salvador, Recife, Campinas, Goiânia, Florianópolis, Vitória, Fortaleza, Uberlândia e Santos.No aplicativo Cornershop by Uber, você encontrará uma grande variedade de supermercados, farmácias, hortifruti, lojas de conveniência e lojas especializadas, incluindo: Carrefour, Atacadão, BIG, Sam's, Maxxi, Assaí, Mercadorama, Bom Preço, Gimba, Cobasi, Varanda, Emporium São Paulo, Hirota, Armazém Cerealista, Mercado Dubairro, Super Nosso, Prezunic, Princess, Muffato, Angeloni, Hippo, Bretas, Tatico, GBarbosa, Cobasi, Droga Raia, Drogasil, Kopenhagen, Imaginarium, Granado, Lindt, Saraiva, L'occitane, The Body Shop, C&C, Telhanorte e mais.Baixe agora o Cornershop by Uber e faça suas compras do conforto da sua casa!"
56,Nomad,pt-BR,"São mais de 1 Milhão de Nomads. Faça parte você também e tenha uma Conta Digital Global no Brasil gratuita e sem burocracias.Com uma Conta Global Nomad você está preparado para explorar o mundo e fazer investimentos em mercados internacionais. Isso tudo com confiança e segurança. No app da Nomad você também pode investir em empresas globais. É rápido, fácil e seguro! Baixe agora e diversifique seus investimentos sem burocracia.A Nomad é uma fintech que oferece aos brasileiros a solução completa para quem quer ter uma vida em dólar: uma conta global com cartão de débito internacional para realizar compras online e em mais de 50 países ao redor do mundo.Em poucos cliques, você realiza câmbio com taxas transparentes, faz transferências e investe em mercados globais. Tudo isso de forma 100% digital, inteligente e sem taxas de abertura ou de manutenção.As vantagens não param por aí:- Economia de até 10% com taxas competitivas de câmbio e iOF;- Abertura de conta digital utilizando apenas RG, CNH ou passaporte brasileiro válido e um endereço no Brasil;- Transferência de reais para dólares e de dólares para reais de forma simples;- Quanto mais câmbio você fizer, menos taxas de serviço você paga;- Cartão de débito internacional digital para vincular ao Google Pay;- Diversos benefícios exclusivos oferecidos pela rede de parceiros;- Receber ACH e WIRE domésticos ou internacionais sem pagar taxas;- Contas asseguradas em até US$ 250 mil pelo FDIC (fundo garantidor de crédito do governo dos EUA).Chegou o Nomad Pass, nosso novo programa de fidelidade! Acumule pontos e vantagens à medida que avança de nível com a sua conta digital global em dólar. Com o programa de fidelidade da Nomad, você economiza ainda mais. Ao enviar dinheiro para a sua conta digital ou de investimentos, cada US$ 1 vale 1 ponto. Acumule e ganhe benefícios!Quanto maior o número de pontos no Nomad Pass, menos você paga na taxa de serviço para adicionar saldo na sua conta digital global, podendo chegar a apenas 1%.Baixe o app, abra a sua conta global gratuita e ganhe o mundo. Seja Nomad!Acompanhe as últimas novidades nas redes sociais: @nomadglobalapp"
57,Fogás,pt-BR,"Quer encontrar as revendas de gás de cozinha mais próximas a sua casa? Baixe o app Fogás para visualizar a lista de revendas com endereço, telefones, horários de funcionamento,  avaliações e comentários das revendas próximas à sua localização!No App você acessa também os distribuidores com cobertura da Fogás para comparar os preços do gás, pedir diretamente pelo app  com entrega rápida e você escolhe se vai pagar no dinheiro, PIX ou cartão na entrega.Temos distribuidoras de gás Fogás em diversas regiões do Brasil:Manaus/Amazonas, Porto Velho/Rondônia, Rio Branco/Acre, Boa Vista/Roraima, Santarém/Pará, Macapá/Amapá, Cuiabá/Mato Grosso e agora também na região de São José dos Campos/ São Paulo.Com o app dá pra pedir delivery de botija de gás online e encontrar entregas todos os dias da semana para receber em casa, de forma rápida. Escolha entre o botijão de 5, 8, 10 e 13 quilos, ou então cilindros com 20 e 45 quilos de GLP. Comprar gás ou seu GLP nunca foi tão fácil!Antes de comprar gás, pode comparar preços das botijas, saber o tempo de entrega do delivery de cada uma das revendedoras disponíveis em sua cidade, encontrar gás mais barato e conferir todas as avaliações dos atendimentos anteriores.Realize a compra do botijão de gás ou ligue pelo aplicativo diretamente na distribuidora de gas de sua preferência para disk gás.Agora também pode pagar com PIX na hora da entrega rápida.O app Fogás veio para facilitar a experiência ao pedir delivery de botija de gás de cozinha. Basta inserir sua localização, e encontrar todas as revendas de botijas disponíveis, comparar preços do gás.Encontre a distribuidora mais próxima, com o gás mais barato ou com as melhores avaliações.O que torna o app Fogás a melhor forma de pedir delivery de gás de cozinha?Compare PreçosPode comparar preços das distribuidoras de gás mais próximas e escolher o botijão mais adequado para o seu consumo de GLP.Entre em contato com a RevendaSe quiser disk gás por telefone, é só pesquisar a distribuidora que deseja pedir gás online e ligar para o estabelecimento diretamente pelo app. Disk gás fácil!Retire na RevendaAlém de consultar os preços, horários de entrega até de gás 24 horas com o app da Fogás. Você pode escolher entre receber o botijão de gás ou retirar a botija de gás na distribuidora mais próxima. Atuamos nesses estados: Acre, Amazonas, Amapá, Mato Grosso, Minas Gerais, Pará, Roraima, Rondônia e São Paulo. Pagamento fácil e rápido, confira no app!Receba com RapidezSeu gás de cozinha acabou e tem urgência na entrega de gás? No app Fogás você sabe qual a revenda de botijão tem o menor tempo de entrega por delivery e a distância dela até você.Compre com SegurançaTodos os entregadores são da rede de distribuidoras de gás autorizadas Fogás. Após a entrega das botijas, avalie o atendimento do entregador de gás e conta se gostou da experiência de compra do seu botijão de gás.Escolha a Forma de PagamentoSabia que agora pode pagar por PIX? Pague na entrega de gás com PIX, dinheiro, ou sinalize na hora de pedir gás online a opção de pagar com cartão para que ele leve a maquininha.Programa de PontosAproveite nosso Programa Fidelidade! Os pontos acumulados nas compras de gás de cozinha no app Fogás, podem ser trocados por bônus de celular.Cadastro simplesEm menos de 30 segundos você se cadastra e já pode fazer pedido de botijas. Recebemos botijas de outras marcasSeu botijão de qualquer marca ou tamanho pode ser usado na compra de gás Fogás de 5Kg, 8Kg, 10Kg ou 13Kg.Chat FogásFale com a gente pelo Chat e tire suas dúvidas ou dê sugestões!Cozinha Segura FogásConfira dicas para evitar acidentes na cozinha com GLP! Envie foto da sua botija instalada que vamos avaliar e responder se ela está adequada."
58,CVC,pt-BR,"A promoção Viva Demais da CVC chegou para te surpreender e proporcionar a melhor viagem da sua vida!Aproveite para Baixar o aplicativo e Ganhar mais 6 palpites, após logar com o e-mail e mantê-lo instalado até o final da promoção.📌 Como participar?É preciso acessar o hotsite www.vivademaiscvc.com.br pelo navegador e responder à pergunta: “Quantas pessoas viajaram com a CVC em 2021?”. As 3 pessoas que mais se aproximarem da resposta correta ganharão 1 vale-viagem carregado com R$50 mil. Qualquer pessoa pode participar enviando um palpite!Com a  CVC você programa suas viagens, compra ingressos para parques, COMPRE PACOTES DE VIAGEM COM INGRESSOS PRA COPA DO MUNDO 2022, encontra hospedagens econômicas ou até resorts all inclusive e cruzeiros,  além de contar com toda assistência  e pode pagar sua viagem em até 10x no cartão CVC.No app você encontra voos baratos, aluguel de carro e consegue reservar hotel para sua viagem, ou encontrar os melhores pacotes de viagem para você, inclusive pacotes de viagem com ingresso pra Copa do Mundo 2022! Baixe o aplicativo e viaje com toda a comodidade que uma agência de viagens pode te proporcionar, aproveite as ofertas de voos e viaje economizando e sem preocupações!Pacotes de viagemAproveite para fazer o seu roteiro de viagem com a CVC! Com toda a assistência e credibilidade já reconhecida em diversas agências de viagens por todo o Brasil, a praticidade é ainda melhor pelo app. Encontre o pacote de viagem com a sua cara: ofertas de voos + hotéis baratos = realização da sua viagem dos sonhos! Veja nossos pacotes de viagem internacional e consiga viajar para Disney, Nova York, Maldivas, Cancún, Copa do Mundo 2022 e outros vários destinos com passagem barata! Passagem aérea e muitas ofertas!No app da CVC, você encontra promoção de viagem e voos promocionais para você aproveitar as suas viagens e passeios economizando! Aqui, temos pacotes de viagem internacional, passagem internacional, além de opções de viagem no Brasil, viagem para praia e cruzeiro! Hotel e resortFaça suas viagens conosco. Realize buscas e encontre diversos destinos e hotéis incríveis para aproveitar suas férias. Seja para um bate e volta ou uma viagem mais longa, a CVC oferece um hotel melhor que o outro, além de resorts all inclusive e passagem aérea barata. No app você encontra pacotes de viagem com promoção de voos e viagens aéreas baratas. Fique de olho nos descontos de Black Friday que vem aí!Aproveite também para comprar ingressos para realizar seu turismo e suas passagens - tudo da melhor maneira para que suas viagens sejam completas! Cartão CVCCom o cartão CVC, as passagens ficam mais em conta: encontre aqui passagem aérea barata, voos promocionais e desconto no seu hotel, resort ou hospedagem escolhida!Ao fazer um aluguel de carro, a CVC garante o seguro do veículo alugado, tirando todas as suas preocupações! Aproveite agora para realizar voos internacionais super baratos ao comprar passagem para uma viagem para Disney, Punta Cana, Nova York e muitos outros destinos com segurança, conforto e economiaCom o app, você acompanha todas as etapas da sua viagem, da reserva até o embarque. Além disso, você consegue ver as programações diárias do seu destino, detalhes do hotel, passagens e outros serviços comprados pela CVC, como passeios e ingressos para o Beto Carreiro, Sea World, Beach Park, Copa do Mundo 2022, diversas opções de ingressos e os descontos mais aguardados na Black Friday. Viajar e fazer turismo nunca foi tão fácil!Sonha em viajar, mas não pode gastar tanto? A CVC te ajuda! Pelo app, você encontra promoção de voos, resorts, promoção de viagem, descontos especiais na Black Friday, além de conseguir planejar viagem, escolher seus pacotes de viagem e comprar a sua passagem aérea. Chegou a hora: viaje em voos baratos e até em cruzeiro internacional economizando mais!As viagens dos seus sonhos começam na CVC!"
59,Multi,pt-BR,"O seu shopping sempre com você💚📱O Multi é o superapp dos shoppings da Multiplan, líder nacional no ramo de shoppings centers. A qualidade e confiança que você já conhece, agora pelo app📱Conheça O MultiVocê, o programa de fidelidade dos shoppings. Funciona assim: você cadastra suas notas fiscais no aplicativo e acumula pontos para ter benefícios exclusivos!Com o Multi, toda a praticidade e confiança que você já conhece no shopping, agora também vai com você para onde quiser 💚Baixe já o app, para  pagar o estacionamento com 10% de desconto , resgatar  cupons de desconto exclusivos  . Participe de todas as promoções e não perca novos descontos todas as semanas, inclusive na Black Friday, além de contar com cupons especiais para aproveitar de casa ou para suas compras nas lojas dos shoppings, restaurantes, lazer, beleza, serviços e muitas opções para economizar nas suas compras e de toda a família!E diversão, não falta! Cinema, teatro, ingressos com desconto, eventos, passeios para aproveitar com as crianças e muito mais.Vai ao restaurante no shopping? Faça a reserva da sua mesa ou entre na fila online pelo Multi.📲Cupons de desconto, Compras direto com o lojista, Ofertas do shopping e mais!Compre nas lojas dos shoppings Multiplan, cadastre suas notas fiscais, fique por dentro das promoções, descontos da Black Friday e concorra a prêmios!O Multi é um app que reúne o melhor dos shoppings centers da Multiplan e as principais promoções. São 18 unidades no Brasil e você pode fazer suas compras diretamente com os lojistas, comprar ingresso de cinema, lazer e bem-estar.Com o app você também pode pagar o estacionamento, e ficar por dentro das ofertas nas lojas do seu shopping favorito! Estamos presentes em SP, RJ, MG, RS, PR e DF.Participe das promoções do shopping pelo appVeja as promoções para comprar nas lojas e também ingresso online para cinema e teatro.Aproveite os restaurantes mais próximos a você e faça sua reserva de mesa com App da Multi em diversos estados: RJ - Barra,  Jacarepaguá, Campo Grande; SP - Morumbi, Vila Olímpia, Anália Franco, Jundiaí, São Caetano, Ribeirão, Santa Úrsula; MG - Belo Horizonte; RS - Porto Alegre e Canoas; PR - Curitiba; e DF - Brasília.Aproveite seu passeio e evite filas com o app Multi 😉É rápido e fácil pagar o estacionamentoApós fazer suas compras, não precisa mais enfrentar a fila para pagar o estacionamento, pague pelo app Multi e ganhe 10% de desconto!Compre ingressosQue tal garantir seu ingresso online? Confira a programação para comprar ingressos de cinema ou teatro. Livre-se das filas e comece a comprar online seus ingressos!Encontre o shopping Multiplan mais perto de você e descubra ofertas exclusivas do app, resgate seus cupons de desconto para lojas, ingressos, eventos, estacionamento, promoções na Black Friday e mais!Você aproveita  o melhor dos shoppings Multiplan em todo o Brasil e garante muitos  benefícios com o Super App Multi!Rio de Janeiro (RJ): BarraShopping, NewYorkCityCenter, ParkJacarepaguá, ParkShoppingCampoGrande.São Paulo (SP): JundiaíShopping, MorumbiShopping, ParkShoppingSãoCaetano, RibeirãoShopping, ShoppingAnáliaFranco, ShoppingSantaÚrsula e ShoppingVilaOlímpia.Minas Gerais (MG): BH Shopping, DiamondMall e Pátio Savassi.Rio Grande do Sul (RS): BarraShoppingSul e ParkShopping Canoas.Paraná (PR): ParkShoppingBarigüi.Distrito Federal (DF): ParkShopping.Aproveite descontos novos toda semana em restaurantes, bilheterias e lojas. Com os benefícios online ficou mais fácil aproveitar as vantagens do seu shopping Multiplan favorito!Confira a localização no shopping, as informações de contato e ainda fique por dentro das promoções de datas especiais, campanhas, Black Friday e aproveite sempre os cupons disponíveis."
60,Laboratório Hermes Pardini,pt-BR,"Com o app do Laboratório Hermes Pardini você pode agendar exames e testes no conforto do seu lar! Quando os resultados de exames estiverem liberados você receberá uma notificação e poderá acessar os resultados em um simples toque! Descomplique sua forma de cuidar da saúde: baixe já o app.O Laboratório Hermes Pardini é referência no Brasil em Medicina, Saúde e Bem-estar. O aplicativo do laboratório oferece para clientes e médicos todas as informações sobre exames e resultados de exames, produtos e serviços, bem como funcionalidades exclusivas, como alertas de quando seus resultados estiverem liberados.Além disso,  é possível checar em poucos segundos se você está em dia com sua vacinação e solicitar mais informações e orçamentos.Use o serviço de geolocalização para consultar qual laboratório está mais próximo de você e todos os serviços que ele oferece, além de horários de funcionamento e coleta. Assim, você pode agendar seus exames aonde for melhor para você.Confira todas as funcionalidades do aplicativo:- Agendamento de exames- Alerta de resultados liberados- Acesso a resultados de exames em PDF- Orientações de preparação para exames- Informação sobre produtos e serviços- Geolocalização com o laboratório mais próximo de você- Informações sobre vacinas- Visualização de resultados de exames em realidade aumentada- Loja virtual- Atendimento ao clienteO APP do Laboratório Pardini tem isso e muito mais: faça o download e confira. Se quiser, você também pode falar conosco, ou então entrar em contato direto com nossa Assessoria Científica – no caso dos médicos."
